ASV_ID	taxonomy
ASV_12673	Fungi;NA;NA;NA;NA;NA;NA
ASV_12674	Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;Alphamycetaceae;Betamyces;NA
ASV_12676	Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;NA;NA
ASV_12678	Fungi;Ascomycota;NA;NA;NA;NA;NA
ASV_12679	Fungi;Ascomycota;Leotiomycetes;NA;NA;NA;NA
ASV_1268	Fungi;Ascomycota;Leotiomycetes;Helotiales;Leotiaceae;Alatospora;acuminata
ASV_12680	Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Tausonia;pullulans
ASV_12682	Fungi;Ascomycota;Sordariomycetes;Microascales;Microascaceae;Enterocarpus;grenotii
ASV_12683	Fungi;Ascomycota;Dothideomycetes;Mytilinidiales;Mytilinidiaceae;Mytilinidion;NA
ASV_12684	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Nigrogranaceae;Nigrograna;cangshanensis
ASV_12686	Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;NA
ASV_1269	Fungi;Ascomycota;Eurotiomycetes;Onygenales;NA;NA;NA
ASV_12691	Fungi;Rozellomycota;NA;NA;NA;NA;NA
ASV_12692	Fungi;Ascomycota;Sordariomycetes;Thyridiales;Thyridiaceae;Thyridium;cornearis
ASV_12696	Fungi;Ascomycota;Leotiomycetes;Helotiales;Pleuroascaceae;NA;NA
ASV_12697	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;Clavaria;NA
ASV_127	Fungi;Ascomycota;Dothideomycetes;Capnodiales;NA;NA;NA
ASV_1270	Fungi;Ascomycota;Dothideomycetes;NA;NA;NA;NA
ASV_12700	Fungi;Entorrhizomycota;Entorrhizomycetes;Entorrhizales;Entorrhizaceae;Entorrhiza;NA
ASV_12702	Fungi;Ascomycota;NA;NA;NA;NA;NA
ASV_12703	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;NA;NA;NA
ASV_12704	Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Dactylaria;mitrata
ASV_12705	Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;NA;NA
ASV_12706	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Rhodocybe;gemina
ASV_12708	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;NA
ASV_12709	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Nectriaceae;Microcera;physciae
ASV_1271	Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;NA;NA
ASV_12711	Fungi;Basidiomycota;GS27;NA;NA;NA;NA
ASV_12713	Fungi;Chytridiomycota;NA;NA;NA;NA;NA
ASV_12718	Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;NA;NA;NA
ASV_1272	Fungi;Ascomycota;Lecanoromycetes;Pertusariales;Pertusariaceae;NA;NA
ASV_12722	Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Krasilnikovozyma;NA
ASV_12723	Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Rhinocladiella;quercus
ASV_12724	Fungi;Ascomycota;Dothideomycetes;NA;NA;NA;NA
ASV_1273	Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;gemmifera
ASV_12733	Fungi;Ascomycota;Pezizomycetes;Pezizales;Helvellaceae;Balsamia;NA
ASV_12734	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;Clavulinopsis;NA
ASV_12737	Fungi;Rozellomycota;NA;NA;NA;NA;NA
ASV_1274	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;NA;NA;NA
ASV_12741	Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;NA;NA
ASV_12744	Fungi;Glomeromycota;Glomeromycetes;Glomerales;Claroideoglomeraceae;Claroideoglomus;NA
ASV_12750	Fungi;Mucoromycota;NA;NA;NA;NA;NA
ASV_12753	Fungi;Ascomycota;Sordariomycetes;Boliniales;NA;NA;NA
ASV_12758	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Psathyrella;piluliformis
ASV_12759	Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Hydnaceae;Clavulina;NA
ASV_1276	Fungi;Basidiomycota;Agaricomycetes;Boletales;Melanogastraceae;Melanogaster;NA
ASV_12760	Fungi;Rozellomycota;NA;NA;NA;NA;NA
ASV_12761	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;rubescens
ASV_12764	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Amanitaceae;Amanita;ceciliae
ASV_12765	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Mycenaceae;Mycena;stylobates
ASV_12770	Fungi;Basidiomycota;Agaricomycotina_cls_Incertae_sedis;NA;NA;NA;NA
ASV_12772	Fungi;Ascomycota;Sordariomycetes;Boliniales;Boliniales_fam_Incertae_sedis;NA;NA
ASV_12774	Fungi;Rozellomycota;NA;NA;NA;NA;NA
ASV_12776	Fungi;Basidiomycota;Microbotryomycetes;Microbotryomycetes_ord_Incertae_sedis;Chrysozymaceae;Slooffia;tsugae
ASV_12778	Fungi;Basidiomycota;Agaricomycetes;Polyporales;Steccherinaceae;Loweomyces;wynneae
ASV_1278	Fungi;Ascomycota;Leotiomycetes;Helotiales;NA;NA;NA
ASV_12782	Fungi;Basidiomycota;Microbotryomycetes;Microbotryales;Microbotryaceae;Microbotryum;anomalum
ASV_12783	Fungi;Ascomycota;Laboulbeniomycetes;Pyxidiophorales;Pyxidiophoraceae;NA;NA
ASV_12785	Fungi;Glomeromycota;Archaeosporomycetes;Archaeosporales;Ambisporaceae;Ambispora;NA
ASV_12787	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Melanommataceae;Farlowiella;carmichaeliana
ASV_1279	Fungi;Ascomycota;Sordariomycetes;Coniochaetales;Coniochaetaceae;Lecythophora;canina
ASV_12790	Fungi;NA;NA;NA;NA;NA;NA
ASV_12792	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Marasmius;wynneae
ASV_12797	Fungi;Ascomycota;Sordariomycetes;Hypocreales;Cordycipitaceae;Akanthomyces;muscarius
ASV_12799	Fungi;Basidiomycota;Agaricomycetes;Auriculariales;NA;NA;NA
ASV_128	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Chlorophyllum;olivieri
ASV_1280	Fungi;Basidiomycota;Agaricomycetes;Atheliales;Pilodermataceae;Piloderma;NA
ASV_12801	Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;NA;NA
ASV_12802	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Lycoperdaceae;Lycoperdon;ericaeum
ASV_12804	Fungi;NA;NA;NA;NA;NA;NA
ASV_12806	Fungi;Basidiomycota;GS27;GS27;NA;NA;NA
ASV_12807	Fungi;Ascomycota;Sordariomycetes;Xylariales;Amphisphaeriaceae;Monochaetia;sinensis
ASV_1281	Fungi;Ascomycota;Leotiomycetes;Helotiales;Leptodontidiaceae;Leptodontidium;NA
ASV_12810	Fungi;Basidiomycota;GS27;NA;NA;NA;NA
ASV_12812	Fungi;Ascomycota;Sordariomycetes;Xylariales;Hyponectriaceae;Monographella;nivalis
ASV_12814	Fungi;Basidiomycota;Microbotryomycetes;Leucosporidiales;Leucosporidiaceae;Leucosporidium;NA
ASV_12815	Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;NA;NA;NA
ASV_12817	Fungi;Mucoromycota;Mucoromycetes;Mucorales;Cunninghamellaceae;Absidia;cylindrospora
ASV_1282	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hydnangiaceae;Laccaria;NA
ASV_12820	Fungi;Ascomycota;Sordariomycetes;Xylariales;NA;NA;NA
ASV_12821	Fungi;Ascomycota;Lecanoromycetes;NA;NA;NA;NA
ASV_12822	Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Hydnaceae;Sistotrema;luteoviride
ASV_12823	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;Ramariopsis;NA
ASV_12824	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Strophariaceae;Galerina;lacustris
ASV_12825	Fungi;Ascomycota;Dothideomycetes;Venturiales;Sympoventuriaceae;NA;NA
ASV_12830	Fungi;Ascomycota;NA;NA;NA;NA;NA
ASV_12832	Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;NA;NA;NA
ASV_12834	Fungi;Basidiomycota;Cystobasidiomycetes;Cystobasidiomycetes_ord_Incertae_sedis;Buckleyzymaceae;Buckleyzyma;aurantiaca
ASV_12836	Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Cyphellophoraceae;NA;NA
ASV_12837	Fungi;Ascomycota;Leotiomycetes;NA;NA;NA;NA
ASV_12838	Fungi;Ascomycota;Dothideomycetes;Mytilinidiales;Mytilinidiaceae;Mytilinidion;NA
ASV_12840	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Entolomataceae;Entoloma;proterum
ASV_12841	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;Conocybe;ochrostriata
ASV_12842	Fungi;Basidiomycota;Agaricomycetes;Hymenochaetales;Schizoporaceae;Xylodon;NA
ASV_12844	Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;NA;NA
ASV_1285	Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;rubra
ASV_12853	Fungi;Basidiomycota;Agaricomycetes;Geastrales;Geastraceae;Nidulariopsis;iowensis
ASV_12856	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Neopyrenochaetaceae;Neopyrenochaeta;inflorescentiae
ASV_12858	Fungi;Rozellomycota;NA;NA;NA;NA;NA
ASV_1286	Fungi;Basidiomycota;Agaricomycetes;Boletales;Boletaceae;Xerocomellus;chrysenteron
ASV_12863	Fungi;Basidiomycota;Microbotryomycetes;Microbotryomycetes_ord_Incertae_sedis;Chrysozymaceae;NA;NA
ASV_12866	Fungi;Ascomycota;Archaeorhizomycetes;Archaeorhizomycetales;Archaeorhizomycetaceae;Archaeorhizomyces;NA
ASV_12870	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;Conocybe;NA
ASV_12873	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;NA;NA;NA
ASV_12874	Fungi;Ascomycota;Pezizomycetes;Pezizales;Helvellaceae;Helvella;elastica
ASV_12875	Fungi;Ascomycota;NA;NA;NA;NA;NA
ASV_12877	Fungi;Basidiomycota;Microbotryomycetes;Leucosporidiales;NA;NA;NA
ASV_12878	Fungi;Ascomycota;Pezizomycetes;Pezizales;Helvellaceae;Helvella;lacunosa
ASV_12879	Fungi;Ascomycota;Sordariomycetes;Sordariales;Sordariales_fam_Incertae_sedis;Papulaspora;byssina
ASV_1288	Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;romellii
ASV_12881	Fungi;Ascomycota;Lecanoromycetes;NA;NA;NA;NA
ASV_12886	Fungi;Basidiomycota;Agaricomycetes;Tremellodendropsidales;NA;NA;NA
ASV_12888	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;Cyclocybe;NA
ASV_1289	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inosperma;vinaceum
ASV_12893	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Marasmiaceae;Marasmius;cohaerens
ASV_12894	Fungi;Basidiomycota;Tremellomycetes;Trichosporonales;Tetragoniomycetaceae;NA;NA
ASV_129	Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Cyathicula;NA
ASV_1290	Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Phialea;NA
ASV_12901	Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;Mycosphaerellaceae;NA;NA
ASV_12903	Fungi;NA;NA;NA;NA;NA;NA
ASV_12907	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;Pluteus;elaphinus
ASV_1291	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Cortinariaceae;Cortinarius;leiocastaneus
ASV_12912	Fungi;Basidiomycota;Agaricostilbomycetes;Agaricostilbales;NA;NA;NA
ASV_12913	Fungi;Mucoromycota;Endogonomycetes;NA;NA;NA;NA
ASV_12914	Fungi;NA;NA;NA;NA;NA;NA
ASV_1292	Fungi;Ascomycota;Dothideomycetes;NA;NA;NA;NA
ASV_12921	Fungi;Ascomycota;NA;NA;NA;NA;NA
ASV_12925	Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Sebacinaceae;Chaetospermum;NA
ASV_12927	Fungi;Basidiomycota;Tremellomycetes;Filobasidiales;Filobasidiaceae;Goffeauzyma;gastrica
ASV_1293	Fungi;Ascomycota;Leotiomycetes;Helotiales;Rutstroemiaceae;Lanzia;NA
ASV_1294	Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Chaetosphaeria;NA
ASV_12942	Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Botryobasidiaceae;Botryobasidium;laeve
ASV_12943	Fungi;Ascomycota;Dothideomycetes;Mytilinidiales;Mytilinidiaceae;Mytilinidion;scolecosporum
ASV_12945	Fungi;NA;NA;NA;NA;NA;NA
ASV_12949	Fungi;Chytridiomycota;NA;NA;NA;NA;NA
ASV_1295	Fungi;Ascomycota;Leotiomycetes;Helotiales;Helotiaceae;Pseudoclathrosphaerina;NA
ASV_12955	Fungi;Basidiomycota;GS25;GS25;NA;NA;NA
ASV_12958	Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;NA
ASV_1296	Fungi;Ascomycota;Sordariomycetes;Sordariales;Chaetomiaceae;Humicola;NA
ASV_12962	Fungi;Basidiomycota;Microbotryomycetes;Microbotryales;Microbotryaceae;Microbotryum;anomalum
ASV_12963	Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Scutellinia;olivascens
ASV_12968	Fungi;Rozellomycota;NA;NA;NA;NA;NA
ASV_1297	Fungi;Ascomycota;Leotiomycetes;Thelebolales;NA;NA;NA
ASV_12972	Fungi;Ascomycota;Sordariomycetes;Sordariales;Helminthosphaeriaceae;Spadicoides;bina
ASV_12973	Fungi;Ascomycota;Sordariomycetes;Xylariales;Graphostromataceae;Biscogniauxia;nummularia
ASV_12978	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Agaricaceae;Lepiota;NA
ASV_1298	Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;NA;NA;NA
ASV_12981	Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;paraensis
ASV_12984	Fungi;Rozellomycota;NA;NA;NA;NA;NA
ASV_12986	Fungi;Rozellomycota;NA;NA;NA;NA;NA
ASV_12988	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe;hirtella
ASV_12990	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Coprinopsis;laanii
ASV_12993	Fungi;Ascomycota;Dothideomycetes;Myriangiales;Myriangiaceae;NA;NA
ASV_12998	Fungi;Basidiomycota;Agaricomycetes;Polyporales;Fomitopsidaceae;Laetiporus;NA
ASV_12999	Fungi;Rozellomycota;NA;NA;NA;NA;NA
ASV_13	Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Russula;ionochlora
ASV_130	Fungi;Basidiomycota;Agaricomycetes;Atheliales;Tylosporaceae;NA;NA
ASV_1300	Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;NA;NA;NA
ASV_13004	Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;NA
ASV_13007	Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Trechispora;farinacea
ASV_13010	Fungi;Ascomycota;NA;NA;NA;NA;NA
ASV_13011	Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;NA;NA;NA
ASV_13016	Fungi;Basidiomycota;GS27;NA;NA;NA;NA
ASV_13018	Fungi;Basidiomycota;Tremellomycetes;Tremellales;Phaeotremellaceae;NA;NA
ASV_1302	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Nigrogranaceae;Nigrograna;antibiotica
ASV_13020	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Lophiotremataceae;Lophiotrema;nucula
ASV_13022	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;Phaffomycetaceae;NA;NA
ASV_13023	Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;NA;NA;NA
ASV_13026	Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;NA;NA
ASV_13027	Fungi;Ascomycota;Sordariomycetes;Xylariales;Hypoxylaceae;Hypoxylon;fragiforme
ASV_13028	Fungi;Ascomycota;Leotiomycetes;Helotiales;Hyaloscyphaceae;Lachnellula;NA
ASV_1303	Fungi;Ascomycota;Dothideomycetes;Mycosphaerellales;NA;NA;NA
ASV_13031	Fungi;Ascomycota;NA;NA;NA;NA;NA
ASV_13032	Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA
ASV_13035	Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Krasilnikovozyma;NA
ASV_1304	Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae;Thelephora;palmata
ASV_13042	Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleraceae;Genolevuria;NA
ASV_13043	Fungi;Ascomycota;Dothideomycetes;Venturiales;Venturiaceae;Sympodiella;quercina
ASV_13044	Fungi;Basidiomycota;Agaricomycetes;Agaricales;NA;NA;NA
ASV_13045	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Pluteaceae;Pluteus;kovalenkoi
ASV_13050	Fungi;Ascomycota;Sordariomycetes;Myrmecridiales;Myrmecridiaceae;Myrmecridium;dactylidis
ASV_13051	Fungi;Rozellomycota;NA;NA;NA;NA;NA
ASV_13053	Fungi;Ascomycota;Sordariomycetes;Myrmecridiales;Myrmecridiaceae;Myrmecridium;NA
ASV_13054	Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Podila;humilis
ASV_13057	Fungi;NA;NA;NA;NA;NA;NA
ASV_13059	Fungi;Ascomycota;Sordariomycetes;Magnaporthales;NA;NA;NA
ASV_1306	Fungi;Ascomycota;Sordariomycetes;Xylariales;Bartaliniaceae;Truncatella;angustata
ASV_13062	Fungi;Rozellomycota;NA;NA;NA;NA;NA
ASV_13063	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Omphalotaceae;Collybiopsis;ramealis
ASV_13064	Fungi;Ascomycota;Dothideomycetes;Mytilinidiales;Mytilinidiaceae;Mytilinidion;NA
ASV_13065	Fungi;Rozellomycota;NA;NA;NA;NA;NA
ASV_1307	Fungi;Mortierellomycota;Mortierellomycetes;Mortierellales;Mortierellaceae;Mortierella;macrocystis
ASV_13072	Fungi;Basidiomycota;Agaricomycetes;Trechisporales;Hydnodontaceae;Trechispora;verruculosa
ASV_13073	Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;NA;NA
ASV_13074	Fungi;Ascomycota;Dothideomycetes;Mytilinidiales;Mytilinidiaceae;NA;NA
ASV_13077	Fungi;Ascomycota;Pezizomycetes;Pezizales;Pyronemataceae;Aleuria;aurantia
ASV_1308	Fungi;Ascomycota;Sordariomycetes;Sordariales;Cephalothecaceae;NA;NA
ASV_13081	Fungi;Ascomycota;Leotiomycetes;Helotiales;Myxotrichaceae;Oidiodendron;periconioides
ASV_13082	Fungi;Ascomycota;Sordariomycetes;Glomerellales;Reticulascaceae;Reticulascus;NA
ASV_13083	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporales_fam_Incertae_sedis;Pseudorobillarda;phragmitis
ASV_13084	Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;NA;NA
ASV_13085	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;NA;NA
ASV_13086	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Lacrymaria;lacrymabunda
ASV_13087	Fungi;Ascomycota;Pezizomycotina_cls_Incertae_sedis;Pezizomycotina_ord_Incertae_sedis;Pezizomycotina_fam_Incertae_sedis;Polylobatispora;NA
ASV_13088	Fungi;Ascomycota;Pezizomycotina_cls_Incertae_sedis;Pezizomycotina_ord_Incertae_sedis;Pezizomycotina_fam_Incertae_sedis;Triscelophorus;NA
ASV_1309	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Clavariaceae;Clavulinopsis;trigonospora
ASV_13090	Fungi;NA;NA;NA;NA;NA;NA
ASV_13092	Fungi;Ascomycota;Eurotiomycetes;Onygenales;Onygenaceae;Auxarthron;NA
ASV_13093	Fungi;Rozellomycota;NA;NA;NA;NA;NA
ASV_13096	Fungi;Chytridiomycota;Spizellomycetes;Spizellomycetales;NA;NA;NA
ASV_13097	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Bolbitiaceae;Conocybe;incerta
ASV_13098	Fungi;Ascomycota;Saccharomycetes;Saccharomycetales;NA;NA;NA
ASV_13099	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Parastagonospora;NA
ASV_131	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;NA;NA
ASV_13100	Fungi;Rozellomycota;NA;NA;NA;NA;NA
ASV_13101	Fungi;Chytridiomycota;NA;NA;NA;NA;NA
ASV_13102	Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Micareaceae;Micarea;pusilla
ASV_13103	Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Hydnaceae;Sistotrema;NA
ASV_13104	Fungi;Ascomycota;Eurotiomycetes;NA;NA;NA;NA
ASV_13105	Fungi;Ascomycota;Sordariomycetes;NA;NA;NA;NA
ASV_13106	Fungi;Ascomycota;Sordariomycetes;Sordariomycetidae_ord_Incertae_sedis;Rhamphoriaceae;Rhodoveronaea;everniae
ASV_13107	Fungi;Basidiomycota;Tremellomycetes;NA;NA;NA;NA
ASV_13108	Fungi;Basidiomycota;Agaricomycetes;Russulales;Russulaceae;Lactifluus;volemus
ASV_13109	Fungi;Basidiomycota;Agaricomycetes;Cantharellales;Ceratobasidiaceae;Ceratobasidium;NA
ASV_1311	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Didymellaceae;NA;NA
ASV_13110	Fungi;Rozellomycota;Rozellomycotina_cls_Incertae_sedis;GS07;NA;NA;NA
ASV_13111	Fungi;Ascomycota;Archaeorhizomycetes;Archaeorhizomycetales;NA;NA;NA
ASV_13113	Fungi;Ascomycota;Pezizomycotina_cls_Incertae_sedis;Pezizomycotina_ord_Incertae_sedis;Pezizomycotina_fam_Incertae_sedis;Polylobatispora;NA
ASV_13115	Fungi;Basidiomycota;Agaricomycetes;NA;NA;NA;NA
ASV_1312	Fungi;Ascomycota;Lecanoromycetes;Caliciales;Physciaceae;Physcia;NA
ASV_13122	Fungi;Ascomycota;Sordariomycetes;Sordariales;Podosporaceae;Podospora;austrohemisphaerica
ASV_13124	Fungi;NA;NA;NA;NA;NA;NA
ASV_13125	Fungi;Glomeromycota;Paraglomeromycetes;Paraglomerales;Paraglomeraceae;Paraglomus;majewskii
ASV_1313	Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;Cladophialophora;minutissima
ASV_13135	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe;subnudipes
ASV_13138	Fungi;Ascomycota;Pezizomycetes;Pezizales;Ascobolaceae;Ascobolus;NA
ASV_1314	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Hydnangiaceae;Laccaria;NA
ASV_13141	Fungi;Basidiomycota;Tremellomycetes;Cystofilobasidiales;Mrakiaceae;Krasilnikovozyma;NA
ASV_13143	Fungi;Ascomycota;NA;NA;NA;NA;NA
ASV_13145	Fungi;Basidiomycota;Agaricomycetes;Polyporales;Fomitopsidaceae;Postia;tephroleuca
ASV_13147	Fungi;Rozellomycota;NA;NA;NA;NA;NA
ASV_1315	Fungi;Ascomycota;Dothideomycetes;Capnodiales;Xenodevriesiaceae;Xenodevriesia;NA
ASV_13151	Fungi;Ascomycota;Sordariomycetes;Hypocreales;NA;NA;NA
ASV_13152	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae;Paraphoma;NA
ASV_13154	Fungi;Ascomycota;Dothideomycetes;Pleosporales;NA;NA;NA
ASV_13155	Fungi;Basidiomycota;Agaricomycetes;NA;NA;NA;NA
ASV_13156	Fungi;Ascomycota;Lichinomycetes;Lichinales;Lichinaceae;Phylliscum;NA
ASV_13157	Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;NA;NA
ASV_1316	Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;Rhizophydiaceae;Rhizophydium;NA
ASV_13163	Fungi;Mucoromycota;Endogonomycetes;Endogonales;NA;NA;NA
ASV_13164	Fungi;Ascomycota;Sordariomycetes;Xylariales;Hypoxylaceae;Hypoxylon;rubiginosum
ASV_1317	Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Lecanoraceae;Lecanora;conizaeoides
ASV_13172	Fungi;Basidiomycota;Tremellomycetes;Tremellales;Tremellaceae;Tremella;NA
ASV_13173	Fungi;Basidiomycota;Tremellomycetes;Tremellales;Phaeotremellaceae;NA;NA
ASV_13175	Fungi;Ascomycota;Orbiliomycetes;Orbiliales;Orbiliaceae;Amphosoma;persooniae
ASV_13177	Fungi;Basidiomycota;Agaricomycetes;Auriculariales;Auriculariales_fam_Incertae_sedis;Oliveonia;pauxilla
ASV_13183	Fungi;Basidiomycota;Agaricomycetes;Sebacinales;Serendipitaceae;NA;NA
ASV_13187	Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;NA;NA
ASV_13189	Fungi;Basidiomycota;Tremellomycetes;Tremellales;NA;NA;NA
ASV_1319	Fungi;Basidiomycota;Agaricomycetes;Agaricales;NA;NA;NA
ASV_13192	Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;Herpotrichiellaceae;NA;NA
ASV_13198	Fungi;Basidiomycota;Tremellomycetes;Tremellales;Bulleraceae;Genolevuria;NA
ASV_132	Fungi;Ascomycota;Leotiomycetes;Helotiales;Myxotrichaceae;Oidiodendron;NA
ASV_1320	Fungi;Ascomycota;Eurotiomycetes;Chaetothyriales;NA;NA;NA
ASV_13209	Fungi;Ascomycota;Sordariomycetes;Hypocreales;NA;NA;NA
ASV_1321	Fungi;Ascomycota;Sordariomycetes;Chaetosphaeriales;Chaetosphaeriaceae;Gonytrichum;NA
ASV_13210	Fungi;Ascomycota;Dothideomycetes;Pleosporales;Delitschiaceae;NA;NA
ASV_13213	Fungi;Glomeromycota;Glomeromycetes;Glomerales;Glomeraceae;Rhizophagus;intraradices
ASV_13214	Fungi;Glomeromycota;NA;NA;NA;NA;NA
ASV_13216	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Inocybaceae;Inocybe;margaritispora
ASV_13217	Fungi;Chytridiomycota;Rhizophydiomycetes;Rhizophydiales;Rhizophydiales_fam_Incertae_sedis;Operculomyces;laminatus
ASV_13218	Fungi;Basidiomycota;Agaricomycetes;Agaricales;Psathyrellaceae;Coprinopsis;candidata
